CAS,Chemical name,Latin name,Trophic Level,Effect,Effect value,Unit,Test type,Test statistic,Duration,Duration (days),Effect is 5X above water solubility,Source,version,SMILES
77182822,Glufosinate-ammonium;Ammonium 2-amino-4-[hydroxy(methyl)phosphoryl]butanoate,Oncorhynchus mykiss,FISH,Mortality,12.3,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/77182822/property/IsomericSMILES/JSON
77501634,Lactofen;1-Ethoxy-1-oxopropan-2-yl 5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate,Lepomis macrochirus,FISH,Mortality,2.1,mg/L,A,LC50,96 hours,4,1,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/77501634/property/IsomericSMILES/JSON
78587050,Hexythiazox,Lepomis macrochirus,FISH,Mortality,0.53,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/78587050/property/IsomericSMILES/JSON
79538322,"Tefluthrin;(2,3,5,6-Tetrafluoro-4-methylphenyl)methyl 3-[(1Z)-2-chloro-3,3,3-trifluoroprop-1-en-1-yl]-2,2-dimethylcyclopropane-1-carboxylate",Oncorhynchus mykiss,FISH,Mortality,0.0085,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/79538322/property/IsomericSMILES/JSON
79617962,"Sertraline;(1S,4S)-4-(3,4-Dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine",Pimephales promelas,FISH,Mortality,0.143,mg/L,A,LC50,96 hours,4,0,"Johnson,D.J., . Risk Assessment of Selective Serotonin Reuptake Inhibitors:  Comparing Methods in Tiered Environmental Risk Assessment",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/79617962/property/IsomericSMILES/JSON
79622596,"Fluazinam;3-Chloro-N-[3-chloro-2,6-dinitro-4-(trifluoromethyl)phenyl]-5-(trifluoromethyl)pyridin-2-amine",Oncorhynchus mykiss,FISH,Mortality,0.036,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/79622596/property/IsomericSMILES/JSON
79983714,"Hexaconazole;2-(2,4-Dichlorophenyl)-1-(1H-1,2,4-triazol-1-yl)hexan-2-ol",Oncorhynchus mykiss,FISH,Mortality,3.8,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/79983714/property/IsomericSMILES/JSON
80844071,Etofenprox;1-{[2-(4-Ethoxyphenyl)-2-methylpropoxy]methyl}-3-phenoxybenzene,Oreochromis mossambicus,FISH,Mortality,1.74,mg/L,A,LC50,96 hours,4,1,"Muniyam,M., and K. Veeraraghavan, . Acute Toxicity of Ethofenprox to the Freshwater Fish, Oreochromis mossambicus (Peters)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/80844071/property/IsomericSMILES/JSON
81334341,"Imazapyr;2-[4-Methyl-5-oxo-4-(propan-2-yl)-4,5-dihydro-1H-imidazol-2-yl]pyridine-3-carboxylic acid",Barbus gonionotus,FISH,Mortality,2.71,mg/L,A,LC50,96 hours,4,0,"Supamataya, K., P. Papong, and W. Phromkunthong, 1981. Phytotoxicity of Herbicides in Water.  I.  Acute Toxicity of Imazapyron Nile Tilapia (Sarotherodon niloticus) and Silver Barb (Puntius goninotus), Songklanakarin J.Sci.Technol. 9(3):309-313 (THA) (ENG ABS)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/81334341/property/IsomericSMILES/JSON
81335377,"Imazaquin;2-[4-Methyl-5-oxo-4-(propan-2-yl)-4,5-dihydro-1H-imidazol-2-yl]quinoline-3-carboxylic acid",Oncorhynchus mykiss,FISH,Mortality,280.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/81335377/property/IsomericSMILES/JSON
81335775,"Imazethapyr;5-Ethyl-2-[4-methyl-5-oxo-4-(propan-2-yl)-4,5-dihydro-1H-imidazol-2-yl]pyridine-3-carboxylic acid",Ictalurus punctatus,FISH,Mortality,240.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/81335775/property/IsomericSMILES/JSON
81406373,"Fluroxypyr-meptyl;Octan-2-yl [(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxy]acetate",Oncorhynchus keta,FISH,Mortality,19.0,mg/L,A,LC50,96 hours,4,1,"Wan, M.T., R.G. Watts, and D.J. Moul, 1992. Effects of Different Dilution Water Types on the Acute Toxicity to Juvenile Pacific Salmon and Rainbow Trout of Fluroxypyr Formulated Product XRM-5084, Bull.Environ.Contam.Toxicol. 49(6):914-921",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/81406373/property/IsomericSMILES/JSON
81510830,"2-(4,5-Dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-3-pyridinecarboxylic acid with 2-propanamine (1:1);2-[4-Methyl-5-oxo-4-(propan-2-yl)-4,5-dihydro-1H-imidazol-2-yl]pyridine-3-carboxylic acid--propan-2-amine (1/1)",Oncorhynchus mykiss,FISH,Mortality,112.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/81510830/property/IsomericSMILES/JSON
81591813,Glyphosate-trimesium;Trimethylsulfanium [(phosphonomethyl)amino]acetate,Oncorhynchus mykiss,FISH,Mortality,1800.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/81591813/property/IsomericSMILES/JSON
81741288,Tributyltetradecylphosphonium chloride;Tributyl(tetradecyl)phosphanium chloride,Lepomis macrochirus,FISH,Mortality,0.0586,mg/L,A,LC50,96 hours,4,1,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/81741288/property/IsomericSMILES/JSON
81777891,"Clomazone;2-[(2-Chlorophenyl)methyl]-4,4-dimethyl-1,2-oxazolidin-3-one",Oncorhynchus mykiss,FISH,Mortality,19.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/81777891/property/IsomericSMILES/JSON
82027596,"Copper, ((2,2',2''-nitrilotris(ethanolato))(2-)-N,O,O',O"""""""")-;Copper(2+) 2,2'-[(2-hydroxyethyl)azanediyl]di(ethan-1-olate)",Lepomis macrochirus,FISH,Mortality,51.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/82027596/property/IsomericSMILES/JSON
82633792,"2-Methyl-5,6-dihydro-2H-cyclopenta[d][1,2]thiazol-3(4H)-one;2-Methyl-5,6-dihydro-2H-cyclopenta[d][1,2]thiazol-3(4H)-one",Lepomis macrochirus,FISH,Mortality,2.1,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/82633792/property/IsomericSMILES/JSON
82657043,"Bifenthrin;(2-Methyl[1,1'-biphenyl]-3-yl)methyl (1R,3R)-3-[(1Z)-2-chloro-3,3,3-trifluoroprop-1-en-1-yl]-2,2-dimethylcyclopropane-1-carboxylate",Oncorhynchus mykiss,FISH,Mortality,0.00015,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/82657043/property/IsomericSMILES/JSON
83588436,"Fenridazone-sodium;Sodium 1-(4-chlorophenyl)-6-methyl-4-oxo-1,4-dihydropyridazine-3-carboxylate",Lepomis macrochirus,FISH,Mortality,141.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/83588436/property/IsomericSMILES/JSON
84087014,"Quinclorac;3,7-Dichloroquinoline-8-carboxylic acid",Trichogaster pectoralis,FISH,Mortality,50.0,mg/L,A,LC50,96 hours,4,1,"Ooi, G.G., 1988. Evaluation of Toxicity of Some Herbicides to Rice Field Fish, In: Proc.of the National Seminar & Workshop on Rice Field Weed Management, June 7-8, 1988, Pulau Penang :343-347",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/84087014/property/IsomericSMILES/JSON
84852153,"4-Nonylphenol, branched",Lepomis macrochirus,FISH,Mortality,0.135,mg/L,A,LC50,96 hours,4,0,"Brooke,L.T., . Nonylphenol Toxicity:  Accumulation and Lethality for Two Freshwater Fishes (Fathead Minnow and Bluegill) to Nonylphenol",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/84852153/property/IsomericSMILES/JSON
85068297,"3,5-Bis(trifluoromethyl)benzylamine;1-[3,5-Bis(trifluoromethyl)phenyl]methanamine",Oryzias latipes,FISH,Mortality,11.0,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/85068297/property/IsomericSMILES/JSON
85264331,"(3,5-Dimethyl-1H-pyrazol-1-yl)methanol;(3,5-Dimethyl-1H-pyrazol-1-yl)methanol",Oncorhynchus mykiss,FISH,Mortality,123.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/85264331/property/IsomericSMILES/JSON
85785202,Esprocarb;S-Benzyl ethyl(3-methylbutan-2-yl)carbamothioate,Oryzias latipes,FISH,Mortality,1.3,mg/L,A,LC50,96 hours,4,0,"Ministry of the Environment, Japan",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/85785202/property/IsomericSMILES/JSON
86209510,"Primisulfuron-methyl;Methyl 2-({[4,6-bis(difluoromethoxy)pyrimidin-2-yl]carbamoyl}sulfamoyl)benzoate",Oncorhynchus mykiss,FISH,Mortality,210.0,mg/L,A,LC50,96 hours,4,1,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/86209510/property/IsomericSMILES/JSON
87392129,S-Metolachlor;2-Chloro-N-(2-ethyl-6-methylphenyl)-N-[(2S)-1-methoxypropan-2-yl]acetamide,Oncorhynchus mykiss,FISH,Mortality,11.9,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/87392129/property/IsomericSMILES/JSON
87674688,"Dimethenamid;2-Chloro-N-(2,4-dimethylthiophen-3-yl)-N-(1-methoxypropan-2-yl)acetamide",Oncorhynchus mykiss,FISH,Mortality,2.6,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/87674688/property/IsomericSMILES/JSON
87820880,"Tralkoxydim;4-(N-Ethoxypropanimidoyl)-5-hydroxy-2',4',6'-trimethyl-1,6-dihydro[1,1'-biphenyl]-3(2H)-one",Pimephales promelas,FISH,Mortality,44.0,mg/L,A,LC50,96 hours,4,1,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/87820880/property/IsomericSMILES/JSON
88671890,"Myclobutanil;2-(4-Chlorophenyl)-2-[(1H-1,2,4-triazol-1-yl)methyl]hexanenitrile",Lepomis macrochirus,FISH,Mortality,2.4,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/88671890/property/IsomericSMILES/JSON
90982324,Chlorimuron-ethyl;Ethyl 2-{[(4-chloro-6-methoxypyrimidin-2-yl)carbamoyl]sulfamoyl}benzoate,Oncorhynchus mykiss,FISH,Mortality,8.4,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/90982324/property/IsomericSMILES/JSON
91465086,lambda-Cyhalothrin,Tilapia sp,FISH,Mortality,0.00264,mg/L,A,LC50,96 hours,4,0,"Bajet,C.M., A. Kumar, M.N. Calingacion, and T.C. Narvacan. Toxicological Assessment of Pesticides Used in the Pagsanjan-Lumban Catchment to Selected Non-Target Aquatic Organisms in Laguna Lake, Philippines",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/91465086/property/IsomericSMILES/JSON
91745527,Alkyl amine hydrochloride,Oncorhynchus mykiss,FISH,Mortality,0.18,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/91745527/property/IsomericSMILES/JSON
94361065,"Cyproconazole;2-(4-Chlorophenyl)-3-cyclopropyl-1-(1H-1,2,4-triazol-1-yl)butan-2-ol",Oncorhynchus mykiss,FISH,Mortality,19.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/94361065/property/IsomericSMILES/JSON
95266403,"Trinexapac-ethyl;Ethyl 4-[cyclopropyl(hydroxy)methylidene]-3,5-dioxocyclohexane-1-carboxylate",Ictalurus punctatus,FISH,Mortality,35.0,mg/L,A,LC50,96 hours,4,1,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/95266403/property/IsomericSMILES/JSON
95465999,"Cadusafos;S,S-Dibutan-2-yl O-ethyl phosphorodithioate",Cirrhinus mrigala,FISH,Mortality,0.72,mg/L,A,LC50,96 hours,4,0,"Hossain,Z., G.C. Haldar, and M.F.A. Mollah, . Acute Toxicity of Chlorpyrifos, Cadusafos and Diazinon to Three Indian Major Carps (Catla catla, Labeo rohita and Cirrhinus mrigala) Fingerlings",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/95465999/property/IsomericSMILES/JSON
95617097,"Fenoxaprop;2-{4-[(6-Chloro-1,3-benzoxazol-2-yl)oxy]phenoxy}propanoic acid",Trichogaster pectoralis,FISH,Mortality,0.2,mg/L,A,LC50,96 hours,4,0,"Ooi, G.G., and N.P. Lo, 1992. Toxicity of Herbicides to Malaysian Rice Field Fish, In: P.A.C.Ooi, G.S.Lim, and P.S.Teng (Eds.), Proc.3rd Int.Conf.on Plant Protection in the Tropics, March 20-23, 1990, Genting Highlands, Vol.3, Malasian Plant Protection Society, Kuala Lumpur, Malaysia :71-74 (Publ in Part As #16863)",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/95617097/property/IsomericSMILES/JSON
95737681,Pyriproxyfen;2-{[1-(4-Phenoxyphenoxy)propan-2-yl]oxy}pyridine,Oncorhynchus mykiss,FISH,Mortality,0.45,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/95737681/property/IsomericSMILES/JSON
96182535,Tebupirimfos;O-(2-tert-Butylpyrimidin-5-yl) O-ethyl O-propan-2-yl phosphorothioate,Lepomis macrochirus,FISH,Mortality,0.089,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/96182535/property/IsomericSMILES/JSON
96300957,Triphenyl phosphate-isodecyl diphenyl phosphate mixt.,Oncorhynchus mykiss,FISH,Mortality,26.0,mg/L,A,LC50,96 hours,4,1,"Cleveland,L., F.L. Mayer, D.R. Buckler, and D.U. Palawski, . Toxicity of Five Alkyl-Aryl Phosphate Ester Chemicals to Four Species of Freshwater Fish",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/96300957/property/IsomericSMILES/JSON
96300979,Triphenyl phosphate-2-isopropylphenyl diphenyl phosphate mixt.,Oncorhynchus mykiss,FISH,Mortality,0.9,mg/L,A,LC50,96 hours,4,1,"Cleveland,L., F.L. Mayer, D.R. Buckler, and D.U. Palawski, . Toxicity of Five Alkyl-Aryl Phosphate Ester Chemicals to Four Species of Freshwater Fish",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/96300979/property/IsomericSMILES/JSON
96489713,Pyridaben;2-tert-Butyl-5-{[(4-tert-butylphenyl)methyl]sulfanyl}-4-chloropyridazin-3(2H)-one,Oncorhynchus mykiss,FISH,Mortality,0.00073,mg/L,A,LC50,96 hours,4,0,"Rand,G.M., and J.R. Clark, . Hazard/Risk Assessment of Pyridaben:  I.  Aquatic Toxicity and Environmental Chemistry",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/96489713/property/IsomericSMILES/JSON
97553907,"Methanol, (((1-methyl-2-(5-methyl-3-oxazolidinyl)ethoxy)methoxy)methoxy)-;[({[1-(5-Methyl-1,3-oxazolidin-3-yl)propan-2-yl]oxy}methoxy)methoxy]methanol",Oncorhynchus mykiss,FISH,Mortality,280.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/97553907/property/IsomericSMILES/JSON
97886458,"Dithiopyr;S~3~,S~5~-Dimethyl 2-(difluoromethyl)-4-(2-methylpropyl)-6-(trifluoromethyl)pyridine-3,5-dicarbothioate",Oncorhynchus mykiss,FISH,Mortality,0.46,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/97886458/property/IsomericSMILES/JSON
98886443,"Fosthiazate;S-Butan-2-yl O-ethyl (2-oxo-1,3-thiazolidin-3-yl)phosphonothioate",Oncorhynchus mykiss,FISH,Mortality,111.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/98886443/property/IsomericSMILES/JSON
99129212,Clethodim;2-[(1E)-N-{[(2E)-3-Chloroprop-2-en-1-yl]oxy}propanimidoyl]-5-[2-(ethylsulfanyl)propyl]-3-hydroxycyclohex-2-en-1-one,Pimephales promelas,FISH,Mortality,110.0,mg/L,A,LC50,96 hours,4,1,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Error fetching data: 404 Client Error: PUGREST.NotFound for url: https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/99129212/property/IsomericSMILES/JSON
100473083,"Phosphoric acid, triphenyl ester, mixt. contg.",Oncorhynchus mykiss,FISH,Mortality,1.7,mg/L,A,LC50,96 hours,4,1,"Mayer,F.L.,Jr., and M.R. Ellersieck. Manual of Acute Toxicity:  Interpretation and Data Base for 410 Chemicals and 66 Species of Freshwater Animals",EnviroTox.v2,Invalid CAS number format
100646513,Quizalofop-P-ethyl;Ethyl (2R)-2-{4-[(6-chloroquinoxalin-2-yl)oxy]phenoxy}propanoate,Oncorhynchus mykiss,FISH,Mortality,0.21,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Invalid CAS number format
101836924,"2,4-Dinitro-1-naphthol sodium salt dihydrate (Martius Yellow);Sodium 2,4-dinitronaphthalen-1-olate--water (1/1/2)",Pimephales promelas,FISH,Mortality,39.7,mg/L,A,LC50,96 hours,4,0,"Broderius,S.J., M.D. Kahl, and M.D. Hoglund. Use of Joint Toxic Response to Define the Primary Mode of Toxic Action for Diverse Industrial Organic Chemicals",EnviroTox.v2,Invalid CAS number format
102851069,tau-Fluvalinate;Cyano(3-phenoxyphenyl)methyl N-[2-chloro-4-(trifluoromethyl)phenyl]-D-valinate,Oncorhynchus mykiss,FISH,Mortality,0.00091,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Invalid CAS number format
103361097,"Flumioxazin;2-[7-Fluoro-3-oxo-4-(prop-2-yn-1-yl)-3,4-dihydro-2H-1,4-benzoxazin-6-yl]-4,5,6,7-tetrahydro-1H-isoindole-1,3(2H)-dione",Oncorhynchus mykiss,FISH,Mortality,2.3,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Invalid CAS number format
104040780,"Flazasulfuron;N-[(4,6-Dimethoxypyrimidin-2-yl)carbamoyl]-3-(trifluoromethyl)pyridine-2-sulfonamide",Oncorhynchus mykiss,FISH,Mortality,115.0,mg/L,A,LC50,96 hours,4,0,"U.S. Environmental Protection Agency, and Office of Pesticide Programs. Pesticide Ecotoxicity Database (Formerly:  Environmental Effects Database (EEDB))",EnviroTox.v2,Invalid CAS number format
